;str_name;STR_ESID;snb_erlaeuterung;STN_LABEL;instance
48213;Ackersteinstrasse;10004090;Benannt nach dem Haus zum Rothen Ackerstein an der Limmattalstrasse 9, dem wahrscheinlich ältesten, aus dem Jahre 1674 stammenden Landsitz in Höngg. Der Ackerstein soll ein grosser, roter Findling gewesen sein, der gemäss Hausinschrift als Baumaterial für das Haus verwendet wurde.;Ackersteinstrasse;
48214;Wasserschöpfi;10056506;Der seit 1483 gebräuchliche Flurname bezeichne einen Ort mit einem primitiven Zugang zu einer in jener Gegend entspringenden Quelle.;Wasserschöpfi;
48219;Winzerstrasse;10117605;Strasse durch die ehemaligen Rebberge an der Klinge, unterhalb der Limmattalstrasse.;Winzerstrasse;
48229;Regensdorferstrasse;10104184;Strasse über den Rütihof nach Regensdorf.;Regensdorferstrasse;
48233;Pelikanstrasse;10074186;"Benannt nach der Häusergruppe zum Pelikan. Diese Gebäudegruppe wurde in den Jahrzehnten nach 1675 im Gebiet der damals erweiterten Fortifikationsanlagen im Talacker erbaut. Der Hausname Pelikan taucht in Zürich mehrfach seit dem 15. Jahrhundert auf; der Wasservogel, der mit seinem Herzblut die Jungen nährt, symbolisiert Christus und die Nächstenliebe.";Pelikanstrasse;
48238;Dreikönigstrasse;10085866;In den 1870er Jahren angelegte Erschliessungsstrasse in der Enge, die vom Schanzengraben her zum Standort der ehemaligen Dreikönigskapelle an der Ecke Bederstrasse und Seestrasse führt. Die Dreikönigskapelle in der Enge wurde 1361 erstmals erwähnt. Nach der Reformation wurde die Kapelle zu einem Wohnhaus umgenutzt, ihre letzten Reste verschwanden um 1890. Die Gemeinde Enge wurde im 15. und 16. Jahrhundert oft auch als die Wacht zu den Drei Königen bezeichnet.;Dreikönigstrasse;
48240;Landhusweg;10011095;Benannt nach dem nahe gelegenen, 1933 erbauten Gasthaus zum Landhus, Schaffhauserstrasse 499, in Zürich-Seebach.;Landhusweg;
48245;Ankenweid;10118207;Flurname: Weide mit gutem, milchförderndem Gras. «Anken» ist in alemannischen Dialekten die Bezeichnung für Butter.;Ankenweid;
48246;Schreinerstrasse;10209982;Strasse in Aussersihl, angelegt als Zugang zu den 1863/64 von der Aktiengesellschaft für Erstellung von Arbeiterwohnungen gebauten Wohnhäusern mit Werkstätten. In wenigstens einer der Werkstätten war eine Schreinerei angesiedelt, die der Strasse um 1880 den Namen gab. Die Arbeiterhäuser an der Schreinerstrasse wurden 1979 abgetragen.;Schreinerstrasse;
48250;Püntstrasse;10107413;Flurname «Pünt» (um 1450): «Pünt» oder «Bünt» bezeichnet ein umzäuntes, privat genutzes und mit der Zeit auch in Privatbesitz übergegangenes Grundstück, z. B. einen Garten oder eine Wiese. Dies im Unterschied zur gemeinsam genutzten Allmend.;Püntstrasse;
48277;Wäldlistrasse;10203199;Benannt nach dem ursprünglich Sonnenberg, später zum Wäldli genannten Landgut, das 1761 vom Seidenfabrikanten Hans Konrad Schulthess erworben wurde. Dieser pflanzte dort ein Wäldchen, das dem Gut im 19. Jahrhundert den Namen gab. Heinrich Schulthess-von Meiss (1813-1898) schenkte das Gut 1868 der Diakonissenanstalt Neumünster und bestimmte es zum Altersaysl bzw. Altersheim, heute Asylstrasse 24. Das Hauptgebäude wurde 1953 abgetragen und durch einen Neubau ersetzt.;Wäldlistrasse;
48282;Rosshalde;10111760;Namensgebung wohl in Anlehung an die in der Nähe liegende Rossackerstrasse. Der Strassenname Rossackerstrasse bezieht sich wiederum auf den Flurnamen «Rossäcker», also Pferdeacker. Eine Halde ist ein Abhang.;Rosshalde;
48284;Speerstrasse;10085743;Berggipfel in den Appenzeller Alpen zwischen Gaster und Toggenburg. Mit seinen 1950 Metern ist er der höchste Nagelfluh-Berg Europas.;Speerstrasse;
48331;Töbeliweg;10120419;Waldweg beim Tobelhof in Hottingen.;Töbeliweg;
48351;Kantonsschulstrasse;10066226;Führt entlang der 1839-1842 vom Architekten Gustav Albert Wegmann (1812-1858) erbauten Kantonsschule.;Kantonsschulstrasse;
48355;Dangelstrasse;10195609;Dangel ist ein Gerät zum Dengeln (Schärfen) von Sensen oder Sicheln. Der Begriff kommt im Flurnamen «Dangelhölzli» vor, der 1636 urkundlich erwähnt wird.;Dangelstrasse;
48361;Schaffhauserstrasse;10048903;Alte Landstrasse von Zürich Richtung Schaffhausen, die seit 1272 in den Quellen als Heerstrasse oder bei Zürich auch als untere Strasse bezeichnet wird. Als die untere Strasse gab sie der Gemeinde Unterstrass den Namen. Die Bezeichnung Schaffhauserstrasse für die untere Strasse wurde erst in der zweiten Hälfte des 19. Jahrhunderts gebräuchlich.;Schaffhauserstrasse;
48384;Klingenstrasse;10073093;Die Klinge ist eine Sand- oder Kiesbank unterhalb der Einmündung der Sihl in der Limmat, die sich aus dem Geschiebe der Sihl gebildet hat.;Klingenstrasse;
48387;Klosterfeldweg;10051248;"Feld beim ehemaligen Kloster St. Martin auf dem Zürichberg in der Nähe des heutigen Zoos. Das 1127 gegründete Augustiner-Chorherrenstift wurde im Gefolge der Reformation 1525 aufgehoben. Die letzten Überreste des Klosters wurden erst 1847 abgetragen.
Mit der Fertigstellung der Lewa Savanne auf dem Zooareal musste der Klosterfeldweg Anfang 2021 neu festgelegt werden, da ein Teil davon neu auf Zoogebiet zu liegen kam und somit nicht mehr durchgehend begehbar war. Der Weg wurde gemäss Planvorlage von FL3626 nach FL3626/FL3627 verschoben und kann so wieder durchgehend begangen werden (vgl. Protokoll der Strassenbenennungskommission vom 21. Januar 2021).";Klosterfeldweg;
48389;Schwertstrasse;10019808;Benannt nach dem Schwertgut, Limmattalstrasse 111, das im 17. Jahrhundert der Familie Ott aus Zürich gehörte. Sie übertrugen den Namen ihres Gasthofes auf der Gemüse- oder Rathausbrücke in Zürich auf ihren Landsitz in Höngg.;Schwertstrasse;
48393;Rütihofweg;10172083;Weiler, der auf einem gerodeten, urbar gemachten Stück Land angelegt wurde.;Rütihofweg;
48401;Kronenstrasse;10070534;Benannt nach dem im 18. Jahrhunderts erbauten Haus zur Krone, heute Schaffhauserstrasse 1, einem angesehenen Gasthaus. Auf dem Weg in die Stadt kehrten hier früher Landleute ein oder auch Fuhrleute aus Schwaben, die Kernen auf den städtischen Markt brachten. Die alte Krone wich 1935 einem Neubau.;Kronenstrasse;
48419;Langmattweg;10184485;Flurname «Langmatt», d. h. lange Wiese. Dort befindet sich die 1933, kurz vor der Eingemeindung Witikons nach Zürich, erbaute Primarschule Langmatt.;Langmattweg;
48436;Anemonenstrasse;10090939;Blumenname, auch Windröschen genannt, Hahnenfussgewächs.;Anemonenstrasse;
48439;Schifflände;10036808;Namensgebend waren die Anlegestellen, Länden, am oberen rechten Limmatufer für die Schiffe, die den Zürichsee befuhren. Der dortige Gassen- und Platzname Schiffländi ist seit 1581 belegt, zuvor hiess die Örtlichkeit Stad, eine Wortform für Ufer, die in Gestade weiterlebt. Ihre Funktion als grössere Anlegestelle verlor die Schiffländigegend durch den Bau der Quaianlagen und der Quaibrücke in den 1880er Jahren.;Schifflände;
48442;Schlüsselgasse;10028467;Gasse, die entlang der Kirchhof- und Kirchturmmauer zur Pfarrkirche St. Peter hinaufführt, benannt nach dem ab 1325 erwähnten Haus zum Schlüssel oder goldenen Schlüssel, Schlüsselgasse 8. Schlüssel waren oft die Hauszeichen von Schmieden oder Schlossern, hier aber stand er vielleicht in Beziehung zum Beizeichen von Petrus, der die Schlüssel von Himmel und Hölle verwahren soll. Vom 13. bis ins 18. Jahrhundert wurde die Gasse als St. Peters Gasse bezeichnet, der Name Schlüsselgasse ist erstmals aus dem Jahr 1756 bezeugt.;Schlüsselgasse;
48445;Torgasse;10091014;Verbindungsweg zwischen den einstigen Zugängen zur Stadt durch das Oberdorftor sowie auf dem Wasserweg in den Hafen durch das Grendeltor, als Torgasse bezeichnet 1737. Zuvor hiess die Gasse seit dem 14. Jahrhundert oberste Gass auf Dorf, um 1300 auch Füchinggasse nach einer dort sesshaften Familie Fütschi.;Torgasse;
48448;Seewiesenstrasse;10039334;Name für einen wieder aufgeforsteten Wald, wo sich früher eine Wiese am Seebächlein befand.;Seewiesenstrasse;
48452;Köllikerstrasse;10117265;Rudolf Albert (von) Kölliker (1817-1905): Mediziner und Zoologe. Seit 1844 ausserordentlicher Professor für Physiologie und vergleichende Anatomie an der Universität Zürich, 1847-1902 ordentlicher Professor für Physiologie, Anatomie, vergleichende Anatomie und Mikroskopie in Würzburg (1870-1871 Rektor). 1897 Verleihung des Adelstitels durch den bayerischen Prinzregenten Luitpold.;Köllikerstrasse;
48458;Langwiesstrasse;10109235;Flurname, d. h. langgezogene Wiese.;Langwiesstrasse;
48468;Delphinstrasse;10079103;Wohl frei gewählte Bezeichnung nach dem beliebten Meeressäuger, der in der Mythologie und der Heraldik, auch als Hausname häufig vorkommt.;Delphinstrasse;
48470;Kurzgasse;10021346;Name des lediglich 49 Meter langen Verbindungssträsschens zwischen der Hohlstrasse und der Brauerstrasse in Aussersihl. Im Strassenverzeichnis von 1882 wird das Strässchen seiner Kürze wegen als Kurze Gasse bezeichnet.;Kurzgasse;
48472;Resedastrasse;10125489;Blumenname.;Resedastrasse;
48477;Nussgasse;10034714;Schalenfrucht.;Nussgasse;
48479;Altwiesenstrasse;10035212;Flurname: altes Wiesland oder seit langer Zeit als Wiese genutztes Land.;Altwiesenstrasse;
48546;Hungerbergstrasse;10112726;Strasse zur schon 1466 erwähnten Magerwiese am Hönggerberg.;Hungerbergstrasse;
48548;Häldeliweg;10093068;Halde als Flurname, der einen Abhang bezeichnet. In Zürich-Fluntern der Name einer Häusergruppe und eines dortigen Bauerngutes. Nach dem Bau der gewundenen Gloriastrasse als der neuen Bergstrasse verlor die direkt den Berg hinauf zur Mittelbergstrasse führende Häldelistrasse ihre Bedeutung und wurde ab 1890 nur noch Häldeliweg genannt.;Häldeliweg;
48556;Kilchbergstrasse;10186554;Alte Landstrasse nach Kilchberg und den übrigen Gemeinden am linken Ufer des Zürichsees. Bis zum Bau der Seestrasse 1837 hiess sie die Untere, danach die Alte Landstrasse. 1892 wurde sie im Wollishofer Bann in Kilchbergstrasse umbenannt. Die Fortsetzung in Kilchberg und bis Horgen heisst heute noch Alte Landstrasse.;Kilchbergstrasse;
48559;Heuelstrasse;10242105;Der Name stammt von einem dort gelegenen Vergnügungsort in einer 1712 erwähnten Scheune, an dessen Tor ein «Heuel», eine Eule, angeheftet war.;Heuelstrasse;
48565;Schluhenweg;10046245;Eine «Schluhe» oder «Schluche» ist eine ältere Dialektbezeichnung für eine Schlucht.;Schluhenweg;
48567;Kasinostrasse;10031183;Benannt nach dem damaligen Restaurant Casino Hottingen, Bierhalle mit Gartenwirtschaft, einem beliebten Treffpunkt in Hottingen. Das Haus wurde 1846 erbaut, gehörte seit 1919 der Neuapostolischen Gemeinde und wurde 1977 abgetragen.;Kasinostrasse;
48571;Bändlistrasse;10108902;Flurname «Im Bändli», ein mit Korbweiden (Bänder- oder Bändlistöcken) bewachsenes Grundstück.;Bändlistrasse;
48574;Risweg;10039304;Flurbezeichnung und Hofname für den dortigen Bauernhof am Risweg 115. Ein «Ris» ist eine Rinne oder Schneise im Wald, wo man gefälltes Holz «risen», d. h. abgleiten lässt.;Risweg;
48578;Kuttelgasse;10095322;Spätestens ab 1541 unter diesem Namen erwähnte Gasse, die vom Rennweg hinab zur heutigen Bahnhofstrasse und damit zur ehemaligen Stadtmauer mit dem 1460 so geheissenen einstigen Kuttelturm führte. Warum der Turm und dadurch die Gasse so benannt wurden, ist unklar. Kutteln sind die Innereien von Schlachttieren. Kuttler war die Berufsbezeichnung für den Innereien verarbeitenden Metzger sowie ein Familienname, der im 15. Jahrhundert in Zürich vorkam.;Kuttelgasse;
48581;Aegertenweg;10188819;Flurname «Aegerten» als Bezeichnung für eine ungepflügte Flur, die sich - wie das steinige und oft überschwemmte Gebiet zwischen dem alten Dorf Wiedikon und der Sihl - wenig für den Ackerbau eignete.;Aegertenweg;
48588;Algierstrasse;10045907;Die Liegenschaft Im Algier, Algierstrasse 20, soll nach dem «Algier-Meier», der in Algier gewesen sein soll, benannt sein. Das Haus gehörte 1840-1844 Leonhard Meier (1805-1880) aus Kloten, vielleicht eben dieser «Algier-Meier».;Algierstrasse;
48590;Spitzackerstrasse;10185672;1650 ersterwähnter Flurname für einen Acker, der in einen Spitz ausläuft.;Spitzackerstrasse;
48602;Brandholzstrasse;10139711;Flurname: Holz auf einem durch Brandrodung geschaffenen Gebiet.;Brandholzstrasse;
48609;Begonienstrasse;10186913;Blumenname: Pflanze mit farbenprächtigen Blüten, beliebt als Zierpflanze.;Begonienstrasse;
48638;Akazienstrasse;10179770;Strasse in Riesbach, die bis 1881 Schwanengasse hiess. Die Umbenennung erfolgte, um nach der Eingemeindung von Riesbach eine Verwechslung mit der gleichnamigen Gasse in der Stadt Zürich zu vermeiden. Um 1880 wurden mehrere Strassen in Riesbach, das für seine Blumengärten bekannt war, nach Pflanzen benannt.;Akazienstrasse;
48644;Morgentalstrasse;10023097;Wirtshaus zum Morgenthal, Mutschellenstrasse 200, erbaut 1854 und abgetragen 1942.;Morgentalstrasse;
48649;Carmenstrasse;10025983;Weiblicher Vorname und bekannte Oper «Carmen» von Georges Bizet.;Carmenstrasse;
48651;Heideggerweg;10015911;Hans Konrad Heidegger (1710-1778): Zürcher Bürgermeister 1768-1778 und Staatsmann, 1746 Mitbegründer der Physikalischen Gesellschaft, Schulreformer.;Heideggerweg;
48653;Hallenstrasse;10174856;Benannt als rückseitige Zugangsstrasse zur Industriehalle, einem langgestreckten Gebäude zwischen Hallenstrasse, Seefeldstrasse und Kreuzstrasse, das 1863 errichtet und 1940 abgetragen wurde. In der Industriehalle gab es Gewerberäume und Kaufläden, im Hof fand der Gemüsemarkt statt.;Hallenstrasse;
48656;Bucheggstrasse;10024718;Flurname: Hügelvorsprung mit Buchen.;Bucheggstrasse;
48662;Wachtelstrasse;10110202;Vogelname.;Wachtelstrasse;
48665;Klarastrasse;10068313;Weiblicher Vorname.;Klarastrasse;
48670;Schöntalstrasse;10185451;"Benannt nach dem 1877/78 erbauten Wohnhaus zum Schöntal, Schöntalstrasse 10. Die Benennung von Häusern mit schön war im 19. Jahrhundert beliebt; ausser dem Schöntal gab es in Aussersihl um 1880 auch Häuser mit den Namen Schönau, Schönegg, Schönfels und Schönburg.";Schöntalstrasse;
48685;Beatengasse;10025979;Im Zusammenhang mit dem Bau des Bahnhofquartiers und der Bahnhofstrasse angelegte Gasse. Sie liegt im Bereich des als Stadtgraben dienenden Arms des Sihlkanals, der an dieser Stelle vom Beatenrain gesäumt war, einem kleinen Abhang gegen die frühere Stadtmauer hinauf. Der «Rain», also der Abhang, hiess seit dem 16. Jahrhundert «Battrain» oder «Beatenrain». Der Name könnte auf den Vornamen von Beat Werdmüller (1517-1574) zurückgehen, zu dessen nahen Werdmühle der Rain vielleicht gehörte.;Beatengasse;
48687;Pappelstrasse;10026288;Baumname. Die hier gepflanzten Pappeln dienten als Blitzschutz für das ehemalige Pulverhäuschen.;Pappelstrasse;
48695;Langhagweg;10143477;Vermutlich in Verbindung mit der nahe gelegenen Langgrütstrasse bezeichnet der Langhagweg ein früher durch eine Grünhecke («Lebhag») begrenztes Grundstück.;Langhagweg;
48700;Friedensgasse;10155825;Wahrung des Friedens war eine Aufgabe des Bezirksgerichts Zürich, das von 1859 bis 1916 im damals neuen Bezirksgebäude an der Selnaustrasse 9 tagte. Das Gericht sollte auch Gerechtigkeit walten lassen, weshalb die benachbarte Parallelgasse Gerechtigkeitsgasse getauft wurde.;Friedensgasse;
48709;Turnerstrasse;10063236;Oberhalb des Schulhauses Turnerstrasse befand sich der Turnschopf, d.h. die Turnhalle, der 1899-1901 dem Bau der Schulhauses Röslistrasse, Röslistrasse 14, weichen musste.;Turnerstrasse;
48718;Im Hau;10142043;Flurname: Waldstück, das regelmässig abgeholzt wird (Mundart: hauen). Die entsprechende Strasse wurde nach dem Namen des Waldstückes nordwestlich des Friedhofs Im Hau genannt.;Im Hau;
48724;Alter Kirchenweg;10224741;Alter Weg zur Kirche Kilchberg. Wollishofen war bis 1702 nach Kilchberg kirchgenössig.;Alter Kirchenweg;
48736;Im oberen Boden;10087699;Flurname: erhöhtes, ebenes Gelände.;Im oberen Boden;
48756;Bändliweg;10052786;Flurname «Im Bändli», ein mit Korbweiden (Bänder- oder Bändlistöcken) bewachsenes Grundstück.;Bändliweg;
48758;Feuerweg;10238997;Weg zur Stelle, an dem früher die Fasnachtsfeuer abgebrannt wurden.;Feuerweg;
48760;Furttalstrasse;10238990;Strasse ins Furttal, das vom Furtbach gebildet wird und auf die Furt verweist, also eine seichte Stelle eines Gewässers, die als Übergang benutzt wird.;Furttalstrasse;
48764;Loorenstrasse;10034646;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände.;Loorenstrasse;
48775;Bernerstrasse;10034588;Benannt in Berücksichtigung der engen Beziehungen zwischen Bern und Zürich.;Bernerstrasse;
48779;Winterthurerstrasse;10036590;Name der 1837/38 auf dem Gemeindegebiet von Oberstrass gänzlich neu erstellten Landstrasse, die über Schwamendingen nach Winterthur führte. In Oberstrass löste sie die später Frohburgstrasse genannte alte Landstrasse als Hauptverbindungsstrasse ab.;Winterthurerstrasse;
48794;Burgsteig;10126710;"An einen Flurnamen wie «zur Burg» erinnernd, der für Wipkingen bereits 1399 bezeugt ist; vielleicht ein Hinweis auf eine abgegangene Burg oder sonstige alte Gemäuer.";Burgsteig;
48796;Hirzelstrasse;10076175;Hartmann Hirzel (1849-1917), Pfarrer von Aussersihl von 1885 bis 1917, Kirchen- und Kantonsrat, Mitglied des Grossen Stadtrats von Zürich (Gemeinderat), Präsident der Gemeinnützigen Gesellschaft des Kantons Zürich.;Hirzelstrasse;
48815;Etzelstrasse;10052463;Berg am oberen Zürichsee, oberhalb von Pfäffikon im Kanton Schwyz.;Etzelstrasse;
48843;Krebsgasse;10184563;Benannt nach dem ab 1357 erwähnten Haus zum Krebs, das im 17./18. Jahrhundert mit dem benachbarten Zunfthaus zur Safran vereinigt wurde. Der Name Krebsgasse ist seit 1407 belegt.;Krebsgasse;
48845;Salzweg;10036231;Alte Weg- und Flurbezeichnung (1566): Weg auf das Weideland, wo dem Vieh Salz gegeben wurde.;Salzweg;
48853;Katzenbachweg;10116124;Weg zum Katzenbach in Zürich-Seebach. Der Bach ist der Ausfluss des Katzensees und mündet in den Leutschenbach.;Katzenbachweg;
