;STR_ESID;SPACY_DE;SPACY_DE_LEMMA;SPACY_DE_ENT;SPACY_FR;SPACY_FR_LEMMA;SPACY_FR_ENT;STN_LABEL_x;DIC_Lebewesen;DIC_Ortschaft;DIC_Berufe;DIC_Gewässer;DIC_Berg;DIC_Siedlung;DIC_Religion;DIC_Natur;wikiQLabel;wikiQ;sex_x;birth;death;placebirth;placedeath;image;classif;qid;instanceLabel;dateBirth;pic;sex_y;instance_x;STN_LABEL_y;STN_LABEL_FINAL;str_name;snb_erlaeuterung;STN_LABEL;instance_y;instance
10249;10039797;Kanal;Kanal;;Kanal;Kanal;;Kanalstrasse;;;;;;kanal;;;;;;;;;;;Siedlung;;;;;;;;;Kanalstrasse;Der Name der Strasse erinnert an den Fabrikkanal durch die Allmend Brunau in die Papierfabrik an der Sihl.;Kanalstrasse;Siedlung;Siedlung
10252;10077189;Enzian;Enzian;;Enzian;Enzian;;Enzianweg;Enzian;;;;;;;;;;;;;;;;Lebewesen;;;;;;;;;Enzianweg;Blumenname, Enziangewächs. Der Enzianweg hiess vor 1933 Rosenweg.;Enzianweg;Lebewesen;Lebewesen
10310;10095430;Amsel;Amsel;;Amsel;Amsel;;Amselweg;Amsel;;;;;;;;;;;;;;;;Lebewesen;Q25234;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Amselm%C3%A4nnchen%20der%20Unterart%20T.%20m.%20azorensis%20auf%20Terceira.jpg;;Lebewesen;Amselweg;Amsel;;;;;Lebewesen
10460;10113631;Polen;Polen;LOC;Polen;Polen;;Polenweg;;;;;;;;;;;;;;;;;Andere;;;;;;;;;Polenweg;Der Weg wurde 1941/42 von polnischen Internierten angelegt.;Polenweg;Ortschaft;Ortschaft
10474;10038814;Salis;Salis;;Salis;Salis;;Salisstrasse;;;;;;;;;;;;;;;;;Andere;Q683660;Q5;1762-12-26T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/J-G-Salis-Seewis-2.jpg;male;Person;Salisstrasse;Salis;;;;;Person
10679;10094932;Giacometti;Giacometti;;Giacometti;Giacometti;;Giacomettistrasse;;;;;;;;;;;;;;;;;Andere;Q671236;Q5;1877-08-16T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait%202%20Augusto%20Giacometti%20%281947%29.jpg;male;Person;Giacomettistrasse;Giacometti;;;;;Person
10708;10037988;Rosen;Rose;;Rosen;Rosen;;Rosenweg;Rose;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Rosenweg;Rosen;;;;;Lebewesen
10744;10153313;Kreuz;Kreuz;;Kreuz;kreuz;;Kreuzstrasse;;;;;;;kreuz;;;;;;;;;;Religion;;;;;;;;;Kreuzstrasse;Strasse zum Kreuzplatz. Am Kreuzplatz stand eines der zehn Kreuze, die bis zum Schanzenbau im 17. Jahrhundert, als die Schanzen die neue Banngrenze bildeten, den mittelalterlichen Stadtbann um die Stadt Zürich herum markierten. Der Stadtbann war ein Gebiet, in dem bis ins 19. Jahrhundert hinein besondere städtische Vorrechte galten. Nach diesem Kreuz wurde die ganze Umgebung und auch die 1611 hier erbaute und 1839 - nach der Erstellung der Neumünsterkirche - abgebrochene Kreuzkirche benannt.;Kreuzstrasse;Religion;Religion
10805;10038815;Sand;Sand;;Sand;Sand;;Sandstrasse;;;;;;;;;;;;;;;;;Andere;;;;;;;;;Sandstrasse;Frei gewählter Name für die Querstrasse der Steinstrasse.;Sandstrasse;Andere;Andere
10861;10223045;Simplon;Simplon;;Simplon;simplon;;Rue du Simplon;;Simplon;;;Simplon;;;;;;;;;;;;Berg;Q471166;Q133056;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Simplon%20Pass.JPG;;Berg;Rue du Simplon;Simplon;;;;;Berg
10899;10048026;Cedres;Cedre;LOC;Cedres;cedre;;Chemin des Cèdres;Cedres;;;;;;;;;;;;;;;;Lebewesen;Q128550;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Cedrus%20deodara%20Manali%202.jpg;;Lebewesen;Chemin des Cèdres;Cedres;;;;;Lebewesen
10901;10076407;Rosiers;Rosier;;Rosiers;Rosiers;;Chemin des Rosiers;Rosier;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Chemin des Rosiers;Rosiers;;;;;Lebewesen
11001;10100449;Cerisiers;Cerisier;;Cerisiers;cerisier;;Avenue des Cerisiers;Cerisier;;;;;;;;;;;;;;;;Lebewesen;Q2946681;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%BChling%20bl%C3%BChender%20Kirschenbaum.jpg;;Lebewesen;Avenue des Cerisiers;Cerisiers;;;;;Lebewesen
11007;10080163;Mollie Margot;Margot;PER;Mollie Margot;Margot;PER;Route de Mollie-Margot;;Mollie;;;;;;;;;;;;;;;Person;Q3319599;Q486972;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Mollie-margot.jpg;;Siedlung;Route de Mollie-Margot;Mollie Margot;;;;;Siedlung
11016;10097781;Pomy;Pomy;;Pomy;Pomy;LOC;Route de Pomy;;Pomy;;;;;;;;;;;;;;;Ortschaft;Q70600;Q70208;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Pomy.JPG;;Ortschaft;Route de Pomy;Pomy;;;;;Ortschaft
11062;10163646;Berne;Berne;;Berne;Berne;;Route de Berne;;Bern;;;;;;;;;;;;;;;Ortschaft;Q70;Q5119;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Bern%20luftaufnahme.png;;Ortschaft;Route de Berne;Berne;;;;;Ortschaft
11067;10099205;Vignes;Vignes;;Vignes;Vignes;;Chemin des Vignes;Vignes;;;;;;;;;;;;;;;;Lebewesen;Q3248828;Q55983715;9999;kein;;Lebewesen;Chemin des Vignes;Vignes;;;;;Lebewesen
11074;10048639;Ouchy;Ouchy;;Ouchy;Ouchy;;Avenue d'Ouchy;;;;;;;;;;;;;;;;;Andere;Q870499;Q123705;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Ouchy%20vu%20du%20lac.jpg;;Ortschaft;Avenue d'Ouchy;Ouchy;;;;;Ortschaft
11099;10185763;Clendy;Clendy;;Clendy;Clendy;;Rue de Clendy;;;;;;;;;;;;;;;;;Andere;Q1154220;Q839954;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Yverdon-Clendy-02.jpg;;Natur;Rue de Clendy;Clendy;;;;;Natur
11171;10045173;Cerisiers;Cerisier;;Cerisiers;cerisier;;Avenue des Cerisiers;Cerisier;;;;;;;;;;;;;;;;Lebewesen;Q2946681;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%BChling%20bl%C3%BChender%20Kirschenbaum.jpg;;Lebewesen;Avenue des Cerisiers;Cerisiers;;;;;Lebewesen
11179;10134870;Vignes;Vignes;;Vignes;Vignes;;Chemin des Vignes;Vignes;;;;;;;;;;;;;;;;Lebewesen;Q3248828;Q55983715;9999;kein;;Lebewesen;Chemin des Vignes;Vignes;;;;;Lebewesen
11230;10050247;Chene;Chene;;Chene;Chene;;Rue du Petit-Chêne;Chene;Chene;;;;;;;;;;;;;;;Lebewesen;Q12004;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/368%20Quercus%20robur.jpg;;Lebewesen;Rue du Petit-Chêne;Chene;;;;;Lebewesen
11254;10045200;Vignes;Vignes;;Vignes;Vignes;;Chemin des Vignes;Vignes;;;;;;;;;;;;;;;;Lebewesen;Q3248828;Q55983715;9999;kein;;Lebewesen;Chemin des Vignes;Vignes;;;;;Lebewesen
11283;10042435;Galilee;Galilee;;Galilee;Galilee;;Rue Galilée;;;;;;;;;;;;;;;;;Andere;Q307;Q5;1564-02-25T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Galileo.arp.300pix.jpg;male;Person;Rue Galilée;Galilee;;;;;Person
11321;10054994;Liserons;Liseron;;Liserons;Liserons;;Rue des Liserons;Liseron;;;;;;;;;;;;;;;;Lebewesen;Q957750;Q55983715;9999;kein;;Lebewesen;Rue des Liserons;Liserons;;;;;Lebewesen
11408;10080162;Oron;Oron;;Oron;Oron;LOC;Route d'Oron;;Oron;;;;;;;;;;;;;;;Ortschaft;Q70734;Q70208;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Oron-la-Ville%2C%20temple%20d%27Oron.jpg;;Ortschaft;Route d'Oron;Oron;;;;;Ortschaft
11422;10076894;Mauborget;Mauborget;;Mauborget;Mauborget;;Rue de Mauborget;;Mauborget;;;;;;;;;;;;;;;Ortschaft;Q70580;Q70208;9999;kein;;Ortschaft;Rue de Mauborget;Mauborget;;;;;Ortschaft
11427;10050525;Nogent;Nogent;;Nogent;Nogent;;Quai de Nogent;;;;;;;;;;;;;;;;;Andere;Q1325342;Q484170;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Nogent%20urbodomo.JPG;;Ortschaft;Quai de Nogent;Nogent;;;;;Ortschaft
11439;10034239;Cerisiers;Cerisier;;Cerisiers;cerisier;;Chemin des Cerisiers;Cerisier;;;;;;;;;;;;;;;;Lebewesen;Q2946681;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%BChling%20bl%C3%BChender%20Kirschenbaum.jpg;;Lebewesen;Chemin des Cerisiers;Cerisiers;;;;;Lebewesen
11444;10045613;Yverdon;Yverdon;;Yverdon;Yverdon;;Route d'Yverdon;;Yverdon;;;;;;;;;;;;;;;Ortschaft;Q63946;Q70208;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Picswiss%20VD-47-14.jpg;;Ortschaft;Route d'Yverdon;Yverdon;;;;;Ortschaft
11479;10044926;Aime Steinlen;Steinl;PER;Aime Steinlen;Steinlen;PER;Chemin Aimé-Steinlen;;;;;;;;;;;;;;;;;Person;Q15621796;Q5;1821-09-07T00:00:00Z;kein;male;Person;Chemin Aimé-Steinlen;Aime Steinlen;;;;;Person
11492;10098454;Frenes;Frenes;;Frenes;Frenes;;Chemin des Frênes;Frene;;;;;;;;;;;;;;;;Lebewesen;Q128887;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Fraxinus%20excelsior.jpg;;Lebewesen;Chemin des Frênes;Frenes;;;;;Lebewesen
11515;10101642;Alpes;Alpe;;Alpes;Alpes;;Avenue des Alpes;;;;;alpes;;;;;;;;;;;;Berg;Q1286;Q46831;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Mont%20Blanc%20oct%202004.JPG;;Berg;Avenue des Alpes;Alpes;;;;;Berg
11614;10102160;Jura;Jura;;Jura;Jura;LOC;Chemin du Jura;;;;;jura;;;;;;;;;;;;Berg;Q178611;Q1061151;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Jura%20TopoMap.png;;Berg;Chemin du Jura;Jura;;;;;Berg
11624;10246569;Collesano;Collesano;;Collesano;Collesano;MISC;Chemin de Collesano;;;;;;;;;;;;;;;;;Andere;Q491394;Q747074;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Collesano.jpg;;Ortschaft;Chemin de Collesano;Collesano;;;;;Ortschaft
11631;10183844;Payerne;Payerne;;Payerne;Payerne;;Route de Payerne;;Payerne;;;;;;;;;;;;;;;Ortschaft;Q69525;Q70208;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Picswiss%20VD-49-06.jpg;;Ortschaft;Route de Payerne;Payerne;;;;;Ortschaft
11669;10106967;Cerisiers;Cerisier;;Cerisiers;cerisier;;Chemin des Cerisiers;Cerisier;;;;;;;;;;;;;;;;Lebewesen;Q2946681;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%BChling%20bl%C3%BChender%20Kirschenbaum.jpg;;Lebewesen;Chemin des Cerisiers;Cerisiers;;;;;Lebewesen
11692;10037155;Oron;Oron;;Oron;Oron;LOC;Route d'Oron;;Oron;;;;;;;;;;;;;;;Ortschaft;Q70734;Q70208;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Oron-la-Ville%2C%20temple%20d%27Oron.jpg;;Ortschaft;Route d'Oron;Oron;;;;;Ortschaft
11693;10177696;Lausanne;Lausanne;;Lausanne;Lausanne;;Route de Lausanne;;Lausanne;;;;;;;;;;;;;;;Ortschaft;Q807;Q5119;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Lausanne%20img%200585.jpg;;Ortschaft;Route de Lausanne;Lausanne;;;;;Ortschaft
11750;10097765;Oiseaux;Oiseaux;;Oiseaux;oiseau;;Rue des Oiseaux;;;;;;;;;;;;;;;;;Andere;Q5113;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Female%20house%20sparrow%20at%20Kodai.jpg;;Lebewesen;Rue des Oiseaux;Oiseaux;;;;;Lebewesen
11774;10037400;Vignes;Vignes;;Vignes;Vignes;;Chemin des Vignes;Vignes;;;;;;;;;;;;;;;;Lebewesen;Q3248828;Q55983715;9999;kein;;Lebewesen;Chemin des Vignes;Vignes;;;;;Lebewesen
11812;10040406;Leman;Leman;;Leman;Leman;;Avenue du Léman;;;;^leman;;;;;;;;;;;;;Gewässer;Q6403;Q211302;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Geneva%20from%20Chillon%20Castle.jpg;;Gewässer;Avenue du Léman;Leman;;;;;Gewässer
11834;10115392;Moleson;Moleson;;Moleson;Moleson;;Chemin du Moléson;;Moleson;;;Moleson;;;;;;;;;;;;Berg;Q16586;Q8502;9999;http://commons.wikimedia.org/wiki/Special:FilePath/06moleson.jpg;;Berg;Chemin du Moléson;Moleson;;;;;Berg
11856;10055302;Lilas;Lilas;;Lilas;Lilas;;Rue des Lilas;Lilas;;;;;;;;;;;;;;;;Lebewesen;Q157449;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Stockholm-lilac.jpg;;Lebewesen;Rue des Lilas;Lilas;;;;;Lebewesen
11863;10106895;Roses;Roses;;Roses;Roses;;Chemin des Roses;Rose;;;;;;;;;;;;;;;;Lebewesen;Q102231;Q506;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rose%20Papa%20Meilland.jpg;;Lebewesen;Chemin des Roses;Roses;;;;;Lebewesen
11889;10100834;Lausanne;Lausanne;;Lausanne;Lausanne;;Route de Lausanne;;Lausanne;;;;;;;;;;;;;;;Ortschaft;Q807;Q5119;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Lausanne%20img%200585.jpg;;Ortschaft;Route de Lausanne;Lausanne;;;;;Ortschaft
11897;10034807;Chablais;Chablais;;Chablais;Chablais;LOC;Avenue du Chablais;;;;;;;;;;;;;;;;;Andere;Q869650;Q82794;9999;kein;;Natur;Avenue du Chablais;Chablais;;;;;Natur
11898;10145795;Decouvertes;Decouvertes;;Decouvertes;Decouvertes;;Avenue des Découvertes;;;;;;;;;;;;;;;;;Andere;Q12772819;Q41172303;9999;kein;;Andere;Avenue des Découvertes;Decouvertes;;;;;Andere
11901;10041391;Cerisiers;Cerisier;;Cerisiers;cerisier;;Chemin des Cerisiers;Cerisier;;;;;;;;;;;;;;;;Lebewesen;Q2946681;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%BChling%20bl%C3%BChender%20Kirschenbaum.jpg;;Lebewesen;Chemin des Cerisiers;Cerisiers;;;;;Lebewesen
11903;10040984;Renens;Renen;;Renens;Renens;;Route de Renens;;Renens;;;;;;;;;;;;;;;Ortschaft;Q69745;Q70208;9999;http://commons.wikimedia.org/wiki/Special:FilePath/RenensChateau.jpg;;Ortschaft;Route de Renens;Renens;;;;;Ortschaft
11934;10072885;Chablais;Chablais;;Chablais;Chablais;LOC;Avenue du Chablais;;;;;;;;;;;;;;;;;Andere;Q869650;Q82794;9999;kein;;Natur;Avenue du Chablais;Chablais;;;;;Natur
11938;10076599;Lausanne;Lausanne;;Lausanne;Lausanne;;Route de Lausanne;;Lausanne;;;;;;;;;;;;;;;Ortschaft;Q807;Q5119;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Lausanne%20img%200585.jpg;;Ortschaft;Route de Lausanne;Lausanne;;;;;Ortschaft
11939;10125449;Epinettes;Epinette;;Epinettes;epinette;;Chemin des Epinettes;epine;;;;;;;;;;;;;;;;Lebewesen;Q26782;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Engelmann%20Spruce%20cones%20RMNP.jpg;;Lebewesen;Chemin des Epinettes;Epinettes;;;;;Lebewesen
11966;10055303;Roches;Roch;;Roches;Roches;;Rue des Petites-Roches;;Roche;;;Roches;;;;;;;;;;;;Berg;Q22533970;Q8502;9999;kein;;Berg;Rue des Petites-Roches;Roches;;;;;Berg
11977;10044685;Neuchatel;Neuchatel;;Neuchatel;Neuchatel;;Rue de Neuchâtel;;Neuchatel;;;;;;;;;;;;;;;Ortschaft;Q69345;Q5119;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Vuevilledeneuchatel.jpg;;Ortschaft;Rue de Neuchâtel;Neuchatel;;;;;Ortschaft
11980;10108625;Midi;Midi;;Midi;Midi;;Rue du Midi;;;;;;;;;;;;;;;;;Andere;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;Rue du Midi;Midi;;;;;Andere
11992;10040913;Jura;Jura;;Jura;Jura;LOC;Rue du Jura;;;;;jura;;;;;;;;;;;;Berg;Q178611;Q1061151;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Jura%20TopoMap.png;;Berg;Rue du Jura;Jura;;;;;Berg
12002;10061044;Pomy;Pomy;;Pomy;Pomy;LOC;Route de Pomy;;Pomy;;;;;;;;;;;;;;;Ortschaft;Q70600;Q70208;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Pomy.JPG;;Ortschaft;Route de Pomy;Pomy;;;;;Ortschaft
12030;10206220;Pecheurs;Pecheurs;;Pecheurs;Pecheurs;;Chemin des Pêcheurs;;;pecheur;;;;;;;;;;;;;;Beruf;Q331432;Q28640;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Fisherman%20and%20his%20catch%20Seychelles.jpg;;Beruf;Chemin des Pêcheurs;Pecheurs;;;;;Beruf
12041;10168017;Jura;Jura;;Jura;Jura;LOC;Rue du Jura;;;;;jura;;;;;;;;;;;;Berg;Q178611;Q1061151;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Jura%20TopoMap.png;;Berg;Rue du Jura;Jura;;;;;Berg
12051;10037090;e Croix;Croix;MISC;e Croix;Croix;;Route de Sainte-Croix;;Croix;;;;;croix;;;;;;;;;;Religion;Q70090;Q70208;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Sainte-Croix.jpg;;Ortschaft;Route de Sainte-Croix;Croix;;;;;Ortschaft
12071;10040561;Gustave Doret;Doret;PER;Gustave Doret;Doret;PER;Avenue Gustave-Doret;;;;;;;;;http://www.wikidata.org/entity/Q667254;Gustave Doret;masculin;1866-09-20T00:00:00Z;1943-04-19T00:00:00Z;http://www.wikidata.org/entity/Q43195;http://www.wikidata.org/entity/Q807;;Person;Q667254;Q5;1866-09-20T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Doret.jpg;male;Person;Avenue Gustave-Doret;Gustave Doret;;;;;Person
12074;10106959;Cerisiers;Cerisier;;Cerisiers;cerisier;;Chemin des Cerisiers;Cerisier;;;;;;;;;;;;;;;;Lebewesen;Q2946681;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%BChling%20bl%C3%BChender%20Kirschenbaum.jpg;;Lebewesen;Chemin des Cerisiers;Cerisiers;;;;;Lebewesen
12076;10050192;Vignes;Vignes;;Vignes;Vignes;;Chemin des Vignes;Vignes;;;;;;;;;;;;;;;;Lebewesen;Q3248828;Q55983715;9999;kein;;Lebewesen;Chemin des Vignes;Vignes;;;;;Lebewesen
12077;10034208;Moleson;Moleson;;Moleson;Moleson;;Chemin du Moléson;;Moleson;;;Moleson;;;;;;;;;;;;Berg;Q16586;Q8502;9999;http://commons.wikimedia.org/wiki/Special:FilePath/06moleson.jpg;;Berg;Chemin du Moléson;Moleson;;;;;Berg
12082;10048014;Lausanne;Lausanne;;Lausanne;Lausanne;;Route de Lausanne;;Lausanne;;;;;;;;;;;;;;;Ortschaft;Q807;Q5119;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Lausanne%20img%200585.jpg;;Ortschaft;Route de Lausanne;Lausanne;;;;;Ortschaft
12107;10048061;Neuchatel;Neuchatel;;Neuchatel;Neuchatel;;Route de Neuchâtel;;Neuchatel;;;;;;;;;;;;;;;Ortschaft;Q69345;Q5119;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Vuevilledeneuchatel.jpg;;Ortschaft;Route de Neuchâtel;Neuchatel;;;;;Ortschaft
12115;10181318;Colons;Colon;;Colons;colon;;Chemin des Colons;;;;;;;;;;;;;;;;;Andere;Q1818899;Q12737077;9999;kein;;Beruf;Chemin des Colons;Colons;;;;;Beruf
12118;10097321;Simplon;Simplon;;Simplon;simplon;;Rue du Simplon;;Simplon;;;Simplon;;;;;;;;;;;;Berg;Q471166;Q133056;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Simplon%20Pass.JPG;;Berg;Rue du Simplon;Simplon;;;;;Berg
12133;10040527;Charles Augustin e Beuve;Beuve;PER;Charles Augustin e Beuve;Beuve;PER;Rue Charles-Augustin-Sainte-Beuve;;;;;;;;;;;;;;;;;Religion;Q1063392;Q5;1804-12-23T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Sainte-Beuve.jpg;male;Person;Rue Charles-Augustin-Sainte-Beuve;Charles Augustin  Beuve;;;;;Person
12139;10097500;Montagny;Montagny;;Montagny;Montagny;;Rue de Montagny;;Montagny;;;;;;;;;;;;;;;Ortschaft;Q68669;Q70208;9999;http://commons.wikimedia.org/wiki/Special:FilePath/2014-05-18-Yverdon%20%28Foto%20Dietrich%20Michael%20Weidmann%29%20001.JPG;;Ortschaft;Rue de Montagny;Montagny;;;;;Ortschaft
12158;10172050;Roseaux;Roseaux;;Roseaux;roseau;;Chemin des Roseaux;Rose;;;;;;;;;;;;;;;;Lebewesen;Q2734060;Q55983715;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Albufera%202010%20Roseaux.jpg;;Lebewesen;Chemin des Roseaux;Roseaux;;;;;Lebewesen
12244;10076886;Roses;Roses;;Roses;Roses;;Chemin des Roses;Rose;;;;;;;;;;;;;;;;Lebewesen;Q102231;Q506;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rose%20Papa%20Meilland.jpg;;Lebewesen;Chemin des Roses;Roses;;;;;Lebewesen
12255;10044451;Cerisier;Cerisier;;Cerisier;cerisier;;Chemin du Cerisier;Cerisier;;;;;;;;;;;;;;;;Lebewesen;Q2946681;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%BChling%20bl%C3%BChender%20Kirschenbaum.jpg;;Lebewesen;Chemin du Cerisier;Cerisier;;;;;Lebewesen
12297;10205240;Saules;Saules;;Saules;Saules;;Chemin des Saules;Saule;Saules;;;;;;;;;;;;;;;Lebewesen;Q36050;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Illustration%20Salix%20alba0.jpg;;Lebewesen;Chemin des Saules;Saules;;;;;Lebewesen
12308;10044906;Lausanne;Lausanne;;Lausanne;Lausanne;;Route de Lausanne;;Lausanne;;;;;;;;;;;;;;;Ortschaft;Q807;Q5119;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Lausanne%20img%200585.jpg;;Ortschaft;Route de Lausanne;Lausanne;;;;;Ortschaft
12320;10093788;Industrie;Industrie;;Industrie;Industrie;;Rue de l'Industrie;;;;;;industrie;;;;;;;;;;;Siedlung;Q8148;Q3958441;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Dormagen%20industry.JPG;;Andere;Rue de l'Industrie;Industrie;;;;;Andere
12356;10056708;Rosiers;Rosier;;Rosiers;Rosiers;;Chemin des Rosiers;Rosier;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Chemin des Rosiers;Rosiers;;;;;Lebewesen
12373;10176244;Muveran;Muveran;;Muveran;Muveran;;Chemin du Muveran;;;;;;;;;;;;;;;;;Andere;Q674584;Q8502;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Muveran%20NW.jpg;;Berg;Chemin du Muveran;Muveran;;;;;Berg
12391;10042436;Henry Correvon;Correvon;PER;Henry Correvon;Correvon;PER;Rue Henry-Correvon;;;;;;;;;http://www.wikidata.org/entity/Q2420048;Henry Correvon;masculin;1854-08-15T00:00:00Z;1939-11-05T00:00:00Z;http://www.wikidata.org/entity/Q63946;http://www.wikidata.org/entity/Q63970;;Person;Q2420048;Q5;1854-08-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Correvon%20LCCN2014719091%20%28cropped%29.jpg;male;Person;Rue Henry-Correvon;Henry Correvon;;;;;Person
12393;10160561;Vignes;Vignes;;Vignes;Vignes;;Chemin des Vignes;Vignes;;;;;;;;;;;;;;;;Lebewesen;Q3248828;Q55983715;9999;kein;;Lebewesen;Chemin des Vignes;Vignes;;;;;Lebewesen
12436;10036856;Yverdon;Yverdon;;Yverdon;Yverdon;;Route d'Yverdon;;Yverdon;;;;;;;;;;;;;;;Ortschaft;Q63946;Q70208;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Picswiss%20VD-47-14.jpg;;Ortschaft;Route d'Yverdon;Yverdon;;;;;Ortschaft
12438;10044939;Strasbourg;Strasbourg;;Strasbourg;Strasbourg;LOC;Rue de Strasbourg;;;;;;;;;;;;;;;;;Andere;Q6602;Q484170;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Strasburg.jpg;;Ortschaft;Rue de Strasbourg;Strasbourg;;;;;Ortschaft
12451;10093923;Aubepines;Aubepines;;Aubepines;aubepine;;Chemin des Aubépines;Aubepine;;;;;;;;;;;;;;;;Lebewesen;Q132557;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Common%20hawthorn.jpg;;Lebewesen;Chemin des Aubépines;Aubepines;;;;;Lebewesen
12453;10048610;Jaman;Jaman;;Jaman;Jaman;PER;Avenue de Jaman;;;;;Jaman;;;;http://www.wikidata.org/entity/Q15991897;Jaman;masculin;1981-05-05T00:00:00Z;;;;;Berg;Q5141841;Q133056;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Col%20De%20Jaman%20to%20west%20and%20Lake%20Geneva.jpg;;Berg;Avenue de Jaman;Jaman;;;;;Berg
12467;10096442;Jura;Jura;;Jura;Jura;LOC;Chemin du Jura;;;;;jura;;;;;;;;;;;;Berg;Q178611;Q1061151;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Jura%20TopoMap.png;;Berg;Chemin du Jura;Jura;;;;;Berg
12495;10198428;Caricaie;Caricaie;;Caricaie;Caricaie;;Chemin de la Cariçaie;;;;;;;;;;;;;;;;;Andere;Q3114913;Q1681353;9999;http://commons.wikimedia.org/wiki/Special:FilePath/R%C3%A9serve%20naturelle%20de%20la%20Grande%20Cari%C3%A7aie.jpg;;Natur;Chemin de la Cariçaie;Caricaie;;;;;Natur
12515;10125502;Berne;Berne;;Berne;Berne;;Route de Berne;;Bern;;;;;;;;;;;;;;;Ortschaft;Q70;Q5119;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Bern%20luftaufnahme.png;;Ortschaft;Route de Berne;Berne;;;;;Ortschaft
