id;str_nr;str_name;str_st_bezeichnung;str_von;str_bis;str_kreis;str_planquadrat;str_vb;str_up_kanton;snb_str_nr_ref;snb_erlaeuterung;snb_tafeltext_1;snb_tafeltext_2;objectid
740;699;Gotthelfstrasse;gültig;Zurlindenstrasse;Stein- /Wuhrstrasse;3;L/M 14;WD;2407;699;Jeremias Gotthelf, eigentlich Albert Bitzius (1797-1854): Berner Pfarrer, Dichter und Schriftsteller. Die Erzählungen und Romane von Gotthelf thematisieren u. a. bäuerliches Leben im 19. Jahrhundert, Religions-und Lebensformen, und die Auswirkung der fortschreitenden Industrialisierung. Sie reagieren auf die verschiedenen Krisen des 19. Jahrhunderts und stellen diesen eine konservative Antwort entgegen. So beziehen sich die Werke «Die schwarze Spinne» (1842) und «Geld und Geist» (1843-1844) auf die Niederlage von 1798 und die napoleonische Zeit, «Leiden und Freuden eines Schulmeisters» (1838-1839) und «Ueli der Knecht» (1841) auf die soziale Frage, «Ueli der Pächter» (1849) auf den Sonderbund, «Die Käserei in der Vehfreude» (1850) auf das Revolutionsjahr von 1848. Gotthelf kritisiert in seinen Werken die Auswüchse der kapitalistischen Wirtschaft, das Fabrikwesen und den damals üblichen Fortschrittsglauben.;;;6694
1685;700;Gottlieb-Kramer-Steig;gültig;Batteriestrasse;Gottlieb-Kramer-Weg;6;O/P 11;OB;2308;700;Gottlieb Kramer (1844-1924): Forstmeister, Experte beim Bezirks-, Ober- und Bundesgericht, Präsident des Verschönerungsvereins Zürich und Umgebung.;;;7645
1166;701;Gottlieb-Kramer-Weg;gültig;Batteriestrasse;Spyristeig;6;P 11;OB;2308;701;Gottlieb Kramer (1844-1924): Forstmeister, Experte beim Bezirks-, Ober- und Bundesgericht, Präsident des Verschönerungsvereins Zürich und Umgebung.;;;7130
1036;702;Grabenweg;gültig;Eschenhaustrasse;Hirslanderbergstrasse;7;S 14;WI;2409;702;Weg entlang eines Bach- oder Entwässerungsgrabens im Gebiet des Adlisberges und Looren.;;;7031
1513;703;Grabenwies;gültig;Wehntalerstrasse 82;Allenmoosstrasse 30;6;N 9;UN;2207;703;Wiese an einem Bach- oder Entwässerungsgraben.;;;7474
2000;704;Gräbligasse;gültig;Niederdorfstrasse 64;Seilergraben 55;1;O 13;AA;2408;704;Gasse, die ursprünglich vom Niederdorf zum inneren Weg entlang der Stadtmauer, dem sogenannten Weg hinter dem Gräbli (dem ehemaligen Stadtgraben, heute Hirschen- und Seilergraben) und zum 1878 abgebrochenen Ketzerturm führte. Der Name ist in dieser Form seit 1756 verbürgt, zuvor hiess die Gasse Grabengasse, im 14./15. Jahrhundert nach einer dort über Besitz verfügenden Familie auch Wagnergasse.;;;7963
2261;705;Granitweg;gültig;Ottikerstrasse 11;nördl. Sackgasse;6;N 11;OB;2307;705;Die Häuser Granitweg 2, 4, 6 und 8 sind 1904 erbaut worden vom Bau- und Granitgeschäft Sassella & Cie., Mutschellenstrasse 31, und der Strassenname verweist auf das Tätigkeitgebiet des Granitgeschäftes der Sassella & Cie.;;;8220
1551;706;Gratstrasse;gültig;Grenze Uitikon;Grenze Stallikon;3;H/J 16;WD/LE;2506+2606;706;Strasse zum und auf dem Grat des Uetliberges.;;;7510
1794;707;Gratweg;gültig;Gratstrasse;Hohensteinstrasse;3;H 15-J 16;WD;2506;707;Weg zur Gratstrasse, der Strasse zum und auf dem Grat des Uetliberges.;;;7749
2167;708;Graue Gasse;gültig;Limmatquai 84;Niederdorfstrasse 15;1;O 13;AA;2407+2408;708;Schmale Gasse im Niederdorf, die ihren Namen wohl vom 1940 abgetragenen Grauen Haus, Graue Gasse 9, erhalten hat. Der Gassenname ist seit 1427 bezeugt, der Hausname bezog sich wohl auf die Farbe des Hauses. Es gab in Zürich auch «rote» oder «gelbe» Häuser und entsprechende Häusernamen.;;;8130
1998;709;Grebelackerstrasse;gültig;Wehntalerstrasse 59;Bucheggstrasse 103;6;N 9/10;UN;2207;709;Flurname: Acker, einst im Besitz eines Angehörigen der Zürcher Familie Grebel (1495).;;;7961
177;710;Greblerweg;gültig;Altstetterstrasse 296;Lyrenweg 58;9;H 13;AR;2305+2405;710;Flurname «Grebler» (1492), d. h. Grundstück an einem Graben.;;;6137
1303;711;Greifenseestrasse;gültig;Kirchenackerweg 30;Riedgrabenweg 55;11;O/P 8;OE;2108;711;Greifensee: See und Gemeinde im Kanton Zürich.;;;7261
2483;712;Grenzsteig;gültig;Seestrasse 572;Kilchbergstrasse;2;N 18/19;WO;2707;712;Der Grenzsteig verläuft entlang der Stadtgrenze zur Gemeinde Kilchberg.;;;8450
920;713;Grenzwiesweg;gültig;Rüteli- /Dangelweg;Hellrainweg;2;M 19/20;WO;2707;713;Wiese an Stadtgrenze.;;;6955
206;714;Gretenweg;gültig;Haumesserstrasse 17;Bellariastrasse 63;2;M/N 17;WO;2607;714;Flurname «Gretenächerli» (1737), «uf der Greti» (1751) oder «Greten», Eigentum einer Grete (volkstümlicher Name von Margarethe).;;;6164
667;715;Griesernweg;gültig;Lehenstrasse 70;Waidfussweg (westl. Sackgasse);10;L 10;WP;2207;715;Flurname «Griessern», Sammelform zu «Griess», Gegend mit griessförmigem, grobsandigem und kiesigen Boden.;;;6619
626;716;Grimselstrasse;gültig;Badenerstrasse 649;Saumackerstrasse 77;9;H 11/12;AL;2306;716;Grimselpass in den Berner Alpen, Übergang vom Berner Oberland ins Oberwallis (2164 m ü. M.).;;;6597
1493;717;Grossackerstrasse;gültig;Im Mittelleimbach 6;Risweg;2;K/L 20;LE;2706+2707+2806;717;Flurname, d. h. grosses oder grosszügiges Ackerland.;;;7450
424;718;Grossalbis;gültig;Hegianwandweg;Bachtobelstrasse;3;K 15/16;WD;2506;718;Flurname. «Albis» stammt aus dem gallorömischen «ad alpas», bedeutet Berg oder Alpweiden.;;;6384
2495;719;Grossmannstrasse;gültig;Am Wasser 48;westl. Sackgasse;10;K 10;HG;2206;719;Grossmann, eine der ältesten Höngger Familien, schon im 14. Jahrhundert erwähnt.;;;8461
283;720;Grossmünsterplatz;gültig;Kirchgasse 14;Zwingliplatz;1;O 14;AA;2408;720;Das Grossmünster ist eine der drei Hauptkirchen der Altstadt und mit seinen Doppeltürmen das wichtigste Wahrzeichen der Stadt. Vom Grossmünster und seinem Leutpriester Ulrich Zwingli ging die deutschschweizerische Reformation aus. Der Friedhof des Grossmüsters grenzte direkt nördlich und südlich an die Kirche. Nach Aufhebung des Grossmünsterkirchhofs und der letzten Bestattung dort im Jahr 1786 wurde der Platz im Jahr 1812 planiert. Die Umbenennung des früheren unteren Kirchhofs in Grossmünsterplatz folgte spätestens im Jahr 1865. Das Grossmünster, ein vermutlich im 9. Jahrhundert gegründetes weltliches Kanonikerstift der Diözese Konstanz, wurde 1523 in ein reformiertes Chorherrenstift umgewandelt und 1832 aufgehoben. Patrone sind die Heiligen Felix und Regula, seit 1264 auch Exuperantius. Die auf dem rechten Limmatufer in der Altstadt gelegene evangelisch-reformierte Kirche ist das Wahrzeichen von Zürich. Sie wurde zwischen 1000 und 1230 in sechs Bauetappen anstelle eines Vorgängerbaus aus dem 9. Jahrhundert errichtet. Erstellung der Türme 1488-1492. Nach dem Brand des Glockenturms 1763 wurden die ursprünglich spitzen Helme 1781-1786 durch die heutigen achteckigen ersetzt.;;;6237
2178;721;Grossrieglenweg;gültig;Oetlisberg- /Allenwiesliweg;Egglenweg;7;T-V 15;WI;2510;721;Flurname «Grossrieglen», grösserer Durchgang in einem Zaun, der mit verschiebbaren Stangen geöffnet oder geschlossen, verriegelt, werden konnte.;;;8139
1213;722;Grosswiesenstrasse;gültig;Glattwiesenstrasse 80;Weibelackerweg;12;R/S 9;SW;2209;722;Flurname, d. h. grosses Wiesland.;;;7176
237;723;Grubenackerstrasse;gültig;Eisfeldstrasse;Schärenmoosstrasse 38;11;O/P 7;SE;2008+2108;723;Flurname: Acker bei einer ehemaligen Lehmgrube.;;;6193
2038;724;Grubenstrasse;gültig;Uetlibergstrasse 102;Räffelstrasse 29;3;K/L 15;WD;2506+2507;724;Hauptzufahrt zur ehemaligen Lehmgrube des Binzareals.;;;8011
397;725;Grünauring;gültig;Bändlistrasse 20;Bändlistrasse 48;9;H 10;AL;2205+2206;725;Benannt nach der dort errichteten Überbauung der Baugenossenschaft Grünau.;;;6371
460;726;Grünaustrasse;gültig;Bernerstrasse Nord 158;Bändlistrasse 20;9;H 10;AL;2206;726;Benannt nach der dort errichteten Überbauung der Baugenossenschaft Grünau.;;;6417
2365;727;Grundstrasse;gültig;Freihofstrasse 25;Rudenzweg 34;9;J/K 12;AL;2306;727;Flurname, vermutlich mit der Bedeutung «Grund», d. h. tief gelegenes Grundstück.;;;8324
1933;728;Grüngasse;gültig;Birmensdorferstrasse 32;Badenerstrasse 119;4;M 13;AU;2407;728;Um 1880 angelegte Privatstrasse in Aussersihl, die 1889 zur öffentlichen Strasse erklärt wurde. Der Name wurde wohl von den ersten noch privaten Eigentümern der Strasse gewählt, vielleicht weil der Weg damals in einer wenig überbauten, gewissermassen noch «grünen» Gegend lag.;;;7889
185;729;Grünhaldenstrasse;gültig;Schaffhauserstrasse 432;Schaffhauserstrasse 460;11;O 7;SE;2008+2108;729;Frei gewählter Name, vor 1932 Gartenstrasse.;;;6146
1158;730;Grünmattstrasse;gültig;Friesenbergstrasse 224;westl. Sackgasse;3;K 15;WD;2506;730;Benannt wahrscheinlich nach einer ursprünglich besonders schön begrünten Wiese, einer so genannten Matte.;;;7118
385;731;Grünwaldstrasse;gültig;Bergholzweg;Regensdorferstrasse 237;10;H 7/8;HG;2105+2106;731;Benannt nach der Wirtschaft zum Grünwald, Regensdorferstrasse 237, erbaut 1922.;;;6342
1059;732;Grünwaldweg;gültig;Regensdorferstrasse;Naglerwiesenstrasse 6;10;H 7/8;HG;2105;732;Benannt nach der Wirtschaft zum Grünwald, Regensdorferstrasse 237, erbaut 1922.;;;7016
1986;733;Grütholzstrasse;gültig;Dreiwiesenstrasse;Adlisbergstrasse;7;R 12/13;HO;2309+2409;733;Weg durch das «Grüt», also gerodetes Gelände, und den gleichnamigen Wald, das «Grütholz», zwischen Dreiwiesen und der Siedlung Adlisberg.;;;7943
1127;734;Grütlistrasse;gültig;Bederstrasse 25;Seestrasse 102;2;M 14-N 15;EN;2407+2507;734;Benannt nach einem an dieser Strasse gelegenen, 1848 eröffneten und 1924 abgetragenen Wirtshaus zum Grütli. Grütli ist die französische Version des «Rütli», des Ortes an dem in der eidgenössischen Befreiungstradition der erste Bundesschwurs von 1291 stattgefunden hat. Der sich auf diese patriotische Tradition beziehende Grütliverein wurde 1838 in Genf gegründet und war im 19. Jahrhundert der bedeutendste Handwerker- und Arbeiterverein der Schweiz. Er fusionierte 1901 mit der Sozialdemokratischen Partei, spaltete sich 1916 wieder ab und löste sich 1925 auf.;;;7084
982;735;Grütstrasse;gültig;Mühlezelgstrasse 60;Fellenbergstrasse 296;9;J 13;AR;2406;735;Flurname «Grüt» (1368), d. h. gerodetes Waldstück.;;;6940
165;736;Gstalderweg;gültig;Gustav-Heinrich-Weg;Leimbachweg;2;M 18/19;WO;2707;736;Flurname, der sich von «Stalde» herleitet. Bedeutet steiler Weg, der nur mit Mühe überwunden werden kann, Abhang, Halde oder abschüssige Strasse.;;;6127
179;737;Gsteigstrasse;gültig;Regensdorferstrasse 2;Emil-Klöti-Strasse;10;J/K 9;HG;2106+2206;737;Flurname «Gesteigge», steil ansteigender Weg (1326).;;;6139
1072;738;Gubelhangstrasse;gültig;Regensbergstrasse 148;Franklinplatz;11;N/O 8;OE;2107;738;Strasse am Hang des Gubels. Ein Gubel ist eine rundliche Anhöhe.;;;7035
209;2423;Gubelplatz;gültig;Schaffhauserstrasse;Gubel- /Oerlikonerstrasse;11;O 8/9;OE;2108;2423;Der Name soll als Hinweis für die Bevölkerung zum Auffinden der Regionalwache der Stadtpolizei an der Gubelstrasse 1 dienen. Ein Gubel ist eine rundliche Anhöhe.;;;6167
1071;739;Gubelstrasse;gültig;Schaffhauserstrasse 316;Hofwiesenstrasse 322;11;N 8-O 9;OE;2107+2108;739;Strasse, die auf den Gubel führt. Ein Gubel ist eine rundliche Anhöhe.;;;7034
200;740;Gubristweg;gültig;Rütihofstrasse 2;Im oberen Boden;10;G 7-H 8;HG;2105;740;"Gubrist: ein Hügel zwischen Oberengstringen und Regensdorf in der Nähe von Zürich; das häufig bei Flurnamen vorkommende Wort «Gubel» beschreibt eine rundliche Anhöhe, wogegen das Wort «Rist» für Rücken steht.";;;6160
1752;741;Güetliweg;gültig;Oberwiesenstrasse 75;Kügeliloostrasse 48;11;M 8;OE;2107;741;Siedlung der Kleinheimwesenkolonie Oberwiesen, die 1929 durch die Schweizerischen Vereinigung für Innenkolonisation und industrielle Landwirtschaft errichtet wurde. Die Innenkolonisation wollte neue landwirtschaftliche Betriebe oder auf weitgehender Selbstversorgung basierende Kolonien schaffen. Diese Kleinheimwesen konnten als Güetli bezeichnet werden. Die Kleinheimwesenkolonie Oberwiesen in Oerlikon wurde schon 1931 wieder aufgelöst.;;;7708
851;2417;Gugelweg;projektiert;Paul-Burkhard-Strasse;Seebacherstrasse;11;M 7;SE;2007+2107;2417;Flurname «Gugel», d. h. Hügel. Der Begriff bezeichnet auch eine konische Mütze oder Ähnliches. Die Gugler waren französisch-englische Söldner, benannt nach ihren kalottenförmigen Helmen, welche 1375 das schweizerische Mittelland überfielen und von den Eidgenossen geschlagen wurden (Guglerkrieg).;;;6806
2190;742;Guggachstrasse;gültig;Schaffhauserstrasse 113;Bucheggstrasse 102;6;N 10;UN;2207;742;Strasse, die bei ihrer Anlegung um 1880 von der Milchbuckgegend hin zur Siedlung Guggach am Fuss des Käferbergs führte. Der Name der alten Siedlung, die um 1840 aus drei Wohnhäusern bestand, geht auf «Guggauch» oder «Guggech» zurück, die mittelhochdeutsche Bezeichnung für den Kuckkuck (mundartlich «Gugger»).;;;8149
899;2542;Guggachweg;gültig;Eichhörnliweg;Rötelterrasse;10;M 10;WP;2207;2542;Waldweg auf dem Käferberg in der Nähe der Siedlung Guggach. Der Name der alten Siedlung, die um 1840 aus drei Wohnhäusern bestand, geht auf «Guggauch» oder «Guggech» zurück, die mittelhochdeutsche Bezeichnung für den Kuckkuck (mundartlich «Gugger»).;;;6855
2501;743;Guggerweg;gültig;Wehntalerstrasse 13;Langackerstrasse 20;6;N 10;UN;2207;743;Tiername «Gugger», mundartliche Bezeichnung für den Kuckuck.;;;8467
230;744;Gugolzstrasse;gültig;Hardplatz 21;Eichbühlstrasse 16;4;L 12;AU;2306;744;Benannt nach dem von den Gebrüdern Gugolz 1855 erbauten und bis 1893 bewirtschaftenen Gut, Hohlstrasse 313, das 1931 abgetragen wurde.;;;6188
555;745;Gujerstrasse;gültig;Schaffhauserstrasse 424;Jungholzstrasse 43;11;O 7;SE;2107+2108;745;Heinrich Gujer (1854-1910): von Oerlikon, Fuhrhalter und Kiesgrubenbesitzer.;;;6506
1217;746;Guldinerweg;gültig;Mühlezelgstrasse 45;südl. Sackgasse;9;J 13;AR;2406;746;Ein seit dem 15. Jahrhundert nachgewiesenes Albisrieder Geschlecht.;"Guldiner
Alte Familie von Albisrieden";;7180
2143;2407;Gustav-Gull-Platz;gültig;Europaallee;Kanonengasse;4;M/N 12;AU;2307;2407;Gustav Gull (1858-1942): Zürcher Architekt. Von 1895 bis 1900 hatte er das Amt des Stadtbaumeisters in Zürich inne und war unter anderem Erbauer des Schweizerischen Landesmuseums und des Stadthauses. Sein Hauptwerk war vom Heimatstil und Neubarock geprägt.;"Gustav Gull 1858-1942
Architekt. 1895-1900 Stadtbaumeister in Zürich. Erbauer unter anderem des Schweizerischen
Landesmuseums und des Stadthauses.";;8105
946;747;Gustav-Heinrich-Weg;gültig;Entlisbergstrasse 32;Bruchstrasse;2;M 18;WO;2607+2707;747;Gustav Karl Wilhelm Heinrich (1874-1928): Maschinensetzer in der Genossenschaftsdruckerei Zürich und Zentralkassier der Allgemeinen Baugenossenschaft Zürich.;"Gustav Heinrich (1874-1928)
Förderer des gemeinnützigen Wohnungsbaus";;6903
567;2441;Gustave-Naville-Weg;gültig;Wolfgang-Pauli-Strasse;Hönggerbergring;10;K 8;HG;2106;2441;Gustave Naville (1848-1929): Maschinenbauingenieur, Unternehmer und Verbandspolitiker. Naville war ab 1882 Präsient des Vorstandes und 1889-1903 Delegierter des Verwaltungsrates der Escher Wyss & Cie., 1888 Gründer und 1915-1929 Präsident der Alusuisse, Verwaltungsrat der Schweizerischen Kreditanstalt 1892-1900 und Mitgründer und Vorstand der wichtigsten Arbeitgeberorganisationen, speziell der schweizerischen Maschinen- und Metallindustrie.;"Gustave Naville (1848-1929)
Maschinenbauingenieur und Unternehmer. Pionier der schweizerischen
Maschinen und Metallindustrie, Gründer der Alusuisse und Promotor
der wichtigsten Industrieverbände. Ehrendoktor der ETH 1918.";;6517
39;748;Gutenbergstrasse;gültig;Bederstrasse 4;Parkring 31;2;M 14;EN;2407;748;Johannes Gutenberg, eigentlich Johannes Gensfleisch (um 1400-1468): von Mainz, Erfinder des modernen Buchdrucks mit beweglichen Lettern und der Druckerpresse.;;;6002
674;2544;Güterstrasse;gültig;Hohlstrasse 290 /Hardbrücke;Hohlstrasse 167;4;L 12;AU;2307;2544;Auf dem ehemaligen Güterbahnhof-Areal gelegene Verbindungsstrasse im neuen Polizei- und Justizzentrum Zürich PJZ.;;;6629
105;749;Guthirtstrasse;gültig;Nordstrasse 246;Geibelstrasse 15;10;M 10;WP;2207;749;Benannt nach der römisch-katholischen Guthirt-Pfarrkirche, erbaut vom katholischen Kirchenbauverein nach den Plänen von Architekt Anton Higi für die 1923 gegründete Pfarrei Guthirt in Wipkingen.;;;6068
962;750;Gutstrasse;gültig;Birmensdorferstrasse 280;Albisriederstrasse 155;3+9;J 13-K 14;WD/AR;2406;750;Die ursprüngliche Gutstrasse war eine Verbindungsstrasse von der Albisriederstrasse an den Weiler Im Gut. Dieser bestand aus zwei Bauernhäusern und drei Ökonomiegebäuden, die links und rechts der heutigen Fellenbergstrasse auf der Höhe der Hausnummern um 188 standen. Vier von fünf Gebäuden wurden vor 1812 errichtet und alle wurden 1951 abgetragen. 1949 wurde in der Nähe dieses Weilers das Schulhaus Im Gut errichtet, so dass der Name der dann aufgehobenen Gutstrasse an diese neu projektierte Strasse zwischen Albisriederstrasse und Birmensdorferstrasse übertragen werden konnte, und das Schulhaus nun an die Adresse Gutstrasse 107 zu liegen kam.;;;6918
167;751;Gwandensteig;gültig;Kürbergstrasse 12;Emil-Klöti-Strasse;10;K 9/10;HG;2206;751;Der Flurname «Gewande» (1331) bezeichnet eine Parzelle resp. die Unterteilung eines Rebberges in eine obere und eine untere Hälfte oder Gewande des durch einen Weg geteilten Rebberges. Der Gwandensteig führt also an diesen Parzellen des Rebberges vorbei.;;;6129
2270;2533;H.-R.-Giger-Weg;gültig;Ettenfeldstrasse 11;Unterwerkstrasse 15;11;O 6/7;SE;2008;2533;Hans Rudolf Giger (1940-2014): Der bedeutende Schweizer Künstler war Maler, Zeichner und Industrial Designer des Fantastischen Realismus. Neben seinen zahlreichen Bildern und Skulpturen schuf er auch Plattencovers für Debbie Harry und Emerson, Lake & Palmer sowie die Ausstattung für Ridley Scotts Film «Alien», für den er 1980 mit einem Oscar in der Kategorie «Beste visuelle Effekte» geehrt wurde.;"Hans Rudolf Giger (1940-2014)
Schweizer Künstler
Oscarpreisträger (1980) für beste visuelle Effekte im Film «Alien»";;8237
1876;752;Habsburgstrasse;gültig;Dammstrasse;Röschibachstrasse 46;10;M 10/11;WP;2207;752;Burg oberhalb von Brugg und Stammburg des Grafengeschlechts der Habsburger, die von 1438 bis 1806 - mit einer kurzen Unterbrechung im 18. Jahrhundert - die deutschen und von 1804 bis 1918 die österreichischen Kaiser stellten.;;;7831
1527;753;Häderlihof;gültig;Wehntalerstrasse 12;nordöstl. Sackgasse;6;N 10;UN;2207;753;Flurname und Bauerngut «Häderli» oder «Häderlig», Schaffhauserstrasse 157, das 1943 abgetragen wurde. Der Zusammenhang mit «hädere», für eilig herumlaufen oder schnell reden, ist nicht offensichtlich.;;;7488
271;754;Hadlaubsteig;gültig;Frohburgstrasse 34;Germaniastrasse 48;6;O 11;OB;2308;754;Johannes Hadlaub (um 1300): Zürcher Lyriker und Minnesänger.;;;6223
1845;755;Hadlaubstrasse;gültig;Toblerstrasse 35;Frohburgstrasse 106;6+7;O 11-P 12;FL/OB;2208+2308;755;"Johannes Hadlaub (um 1300): Zürcher Lyriker und Minnesänger. Die Hadlaubstrasse ist ein alter Verbindungsweg entlang des Geissberghanges in Oberstrass, der deshalb bis 1892 Geissbergstrasse hiess. Die Umbenennung in Hadlaubstrasse erfolgte im Zusammenhang mit dem Bau des Rigiquartiers 1892. Vielleicht wurde der Name Geissberg nun als unpassend empfunden; der Minnesänger Johannes Hadlaub hingegen war populär und den Zürchern durch die gleichnamige Erzählung von Gottfried Keller (1819-1890) sowie durch das 1884 geschaffene Standbild auf dem Platzspitz von Viktor von Meyenburg (1834-1893) wohl bekannt.";;;7800
192;2352;Hädrichstrasse;gültig;Freilagerstrasse 27;Freilagerweg;9;J 12/13;AR;2306;2352;Metallbaufirma Hädrich AG bzw. bis in die 1960er Jahre Hädrich Julius und Co., Profilpresswerk, Eisen- und Metallbau, die von 1949 bis 1991 an der Freilagerstrasse 29 domiziliert war. In den späten 1940er Jahren war sie vom Werdquartier beim Stauffacher in das kleine Industriequartier unterhalb des Dorfkerns Albisrieden gezogen. Der Name bezieht sich auf die unmittelbare Nachbarschaft der Strasse und erinnert auch an dieses Industriequartier, das heute fast nur noch von der Siemens Albis AG repräsentiert wird.;;;6152
